date,position_type,position_size,std_4y,spread_level,execution_style,regime
2024-10-14,bear_steepener,0.4651479186194709,0.5096475409836065,-0.005687764226666392,standard,medium_uncertainty
2024-10-18,bear_steepener,0.4114958753294859,0.4899939890710382,-0.003839920133482305,standard,medium_uncertainty
2024-11-18,bear_steepener,0.4782804816819015,0.5144581967213114,-0.01052977442253189,standard,medium_uncertainty
2024-11-22,bear_steepener,0.389060054524243,0.4817754098360656,-0.008905529400908607,standard,medium_uncertainty
2024-11-29,bear_steepener,0.4710731234225576,0.5118180327868852,-0.012036545953230088,standard,medium_uncertainty
2024-12-16,bear_steepener,0.39759879377219565,0.4849032786885245,-0.014119994527121982,standard,medium_uncertainty
2025-01-03,bear_steepener,0.4509565835234285,0.5044490410958905,-0.011830291900666506,standard,medium_uncertainty
2025-01-17,bear_steepener,0.5999353053363745,0.5590221917808219,-0.0077964943504097994,standard,medium_uncertainty
2025-01-20,bear_steepener,0.6912213454994198,0.5924616438356164,-0.008886375174639805,standard,medium_uncertainty
2025-01-24,bear_steepener,0.5925616095134807,0.5563210958904109,-0.010974139204404099,standard,medium_uncertainty
2025-01-31,bear_steepener,0.48520735948543425,0.5169956164383562,-0.010560652997344488,standard,medium_uncertainty
2025-02-11,bear_steepener,0.42582438951422885,0.4952427397260274,-0.00979628774789068,standard,medium_uncertainty
2025-02-24,bear_steepener,0.5160670879922213,0.5283,-0.0047448320507229025,standard,medium_uncertainty
2025-03-06,bear_steepener,0.5709752814030884,0.5484136986301369,-0.0009553427233129075,standard,medium_uncertainty
2025-03-13,bear_steepener,0.6267405856175907,0.5688413698630137,-0.0022217959812180776,standard,medium_uncertainty
2025-04-14,bear_steepener,0.6773594854343514,0.5873838356164384,0.0008966881982299946,standard,medium_uncertainty
2025-04-17,bear_steepener,0.5502901910923297,0.5408364383561644,0.00013696826214770752,standard,medium_uncertainty
2025-04-22,bear_steepener,0.4125114991959907,0.4903660273972602,0.0016340888244801843,standard,medium_uncertainty
2025-04-25,bear_steepener,0.4811057926031186,0.5154931506849315,0.0008785027485462837,standard,medium_uncertainty
2025-05-09,bear_steepener,0.534477581242287,0.5172452054794521,-0.0060804835162881765,standard,medium_uncertainty
2025-05-19,bear_steepener,0.5875804943719378,0.5544964383561644,-0.0012422701789457924,standard,medium_uncertainty
2025-06-02,bear_steepener,0.641203021577353,0.5741391780821918,-0.003002940133332216,standard,medium_uncertainty
2025-06-16,bear_steepener,0.5454481881754608,0.5390627397260275,-0.005975919228041998,standard,medium_uncertainty
2025-07-15,bear_steepener,0.6136475823641595,0.564045205479452,-0.004997291317684477,standard,medium_uncertainty
2025-07-18,bear_steepener,0.7370483527168015,0.6092487671232877,-0.00469742511521562,standard,medium_uncertainty
2025-08-07,bear_steepener,0.6833547735686769,0.58958,-0.0031902971844470773,standard,medium_uncertainty
2025-08-18,bear_steepener,0.7486799296959721,0.6135095890410959,0.00024374360385831517,standard,medium_uncertainty
2025-08-22,bear_steepener,0.6449396058486964,0.5755079452054794,0.00223055264130248,standard,medium_uncertainty
2025-09-18,bear_steepener,0.5813331588197894,0.5522079452054794,-0.0009824111622860066,standard,medium_uncertainty
2025-10-10,bear_steepener,0.5304741782281888,0.5335775342465754,0.004665432143670906,standard,medium_uncertainty
2025-10-13,bear_steepener,0.5896170674245536,0.5552424657534246,0.0043340040278900815,standard,medium_uncertainty
2025-10-24,bear_steepener,0.6847122396320253,0.5900772602739726,0.004284043762649903,standard,medium_uncertainty
2025-10-31,bear_steepener,0.6323110579260308,0.5708819178082192,0.004440802358061713,standard,medium_uncertainty
2025-11-12,bear_steepener,0.5632994278448822,0.5456019178082192,0.0057680287486710086,standard,medium_uncertainty
2025-11-21,bear_steepener,0.7538247035769039,0.6288780821917809,0.007380832046891092,pay_spread,high_uncertainty
2026-01-05,bear_steepener,0.48744437380800976,0.5178150684931506,0.009403442659426983,standard,medium_uncertainty
2026-01-09,bear_steepener,0.7602896001033421,0.6540380821917808,0.008525955764267595,pay_spread,high_uncertainty
2026-02-09,bear_steepener,0.47577315732395925,0.5135397260273973,0.012702387576445803,standard,medium_uncertainty
2026-02-10,bear_steepener,0.4242350697430909,0.4946605479452055,0.012580224705420084,standard,medium_uncertainty
2026-02-19,bear_steepener,0.34755805691634545,0.466572602739726,0.013060713140450791,standard,medium_uncertainty
2026-02-20,bear_steepener,0.26139897535619433,0.4350112328767123,0.013248891984200803,standard,medium_uncertainty
